chapter,clause,recital
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Qualifications, appointment, term, conditions of service of Members."
CHAPTER XI APPELLATE TRIBUNAL,undefined,Vacancies.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Staff of Appellate Tribunal.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Distribution of business
CHAPTER XI APPELLATE TRIBUNAL,undefined,amongst Benches.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Appeals to Appellate Tribunal.
CHAPTER XI APPELLATE TRIBUNAL,undefined,(1) A person shall not be qualified for appointment as the Chairperson or a member of the Appellate Tribunal unless he—
CHAPTER XI APPELLATE TRIBUNAL,undefined,"in the case of Chairperson, is, or has been a Judge of the Supreme Court or Chief Justice of a High Court;"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"in the case of a member, has held the post of Secretary to the Government of 5 India or any equivalent post in the Central Government for a period of not less than two years or a person who is well versed in the field of data protection, information technology, data management, data science, data security, cyber and internet laws or any related subject."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(2) The Central Government may prescribe the manner of appointment, term of office, 10"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"salaries and allowances, resignation, removal and the other terms and conditions of service of the Chairperson and any member of the Appellate Tribunal."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"If, for reason other than temporary absence, any vacancy occurs in the office of the Chairperson or a member of the Appellate Tribunal, the Central Government shall appoint"
CHAPTER XI APPELLATE TRIBUNAL,undefined,another person in accordance with the provisions of this Act and the rules prescribed to fill 15 the vacancy and the proceedings may be continued before the Appellate Tribunal from the stage at which the vacancy is filled.
CHAPTER XI APPELLATE TRIBUNAL,undefined,(1) The Central Government shall provide the Appellate Tribunal with such officers and employees as it may deem fit.
CHAPTER XI APPELLATE TRIBUNAL,undefined,The officers and employees of the Appellate Tribunal shall discharge their functions 20
CHAPTER XI APPELLATE TRIBUNAL,undefined,under the general superintendence of its Chairperson.
CHAPTER XI APPELLATE TRIBUNAL,undefined,The salaries and allowances and other conditions of service of such officers and employees of the Appellate Tribunal shall be such as may be prescribed.
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) Subject to the provisions of this Act, the jurisdiction of the Appellate Tribunal may be exercised by Benches thereof, which shall be constituted by the Chairperson.	25"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Where Benches of the Appellate Tribunal are constituted under sub-section (1), the Chairperson may, from time to time, by notification, make provisions as to the distribution of the business of the Appellate Tribunal amongst the Benches, transfer of Members between Benches, and also provide for the matters which may be dealt with by each bench."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"On the application of any of the parties and after notice to the parties, and after 30"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"hearing such of them as the Chairperson may desire to be heard, or on the Chairperson's own motion without such notice, the Chairperson of the Appellate Tribunal may transfer any case pending before one Bench, for disposal, to any other Bench."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) Any person aggrieved by the decision of the Authority, may prefer an appeal to"
CHAPTER XI APPELLATE TRIBUNAL,undefined,the Appellate Tribunal within a period of thirty days from the receipt of the order appealed	35
CHAPTER XI APPELLATE TRIBUNAL,undefined,"against, in such form, verified in such manner and be accompanied by such fee, as may be prescribed:"
CHAPTER XI APPELLATE TRIBUNAL,undefined,Provided that the Appellate Tribunal may entertain any appeal after the expiry of the said period of thirty days if it is satisfied that there was sufficient cause for not filing it within
CHAPTER XI APPELLATE TRIBUNAL,undefined,that period.	40
CHAPTER XI APPELLATE TRIBUNAL,undefined,"On receipt of an appeal under this section, the Appellate Tribunal may, after providing the parties to the dispute or appeal, an opportunity of being heard, pass such orders thereon as it deems fit."
CHAPTER XI APPELLATE TRIBUNAL,undefined,The Appellate Tribunal shall send a copy of every order made by it to the parties to
CHAPTER XI APPELLATE TRIBUNAL,undefined,"the dispute or the appeal and to the Authority, as the case may be.	45"
CHAPTER XI APPELLATE TRIBUNAL,undefined,of  1908. 35
CHAPTER XI APPELLATE TRIBUNAL,undefined,"The Appellate Tribunal may, for the purpose of examining the legality or propriety or correctness, of any decision, or order of the Authority or Adjudicating Officer referred to in the appeal preferred under this section, on its own motion or otherwise, call for the records relevant to disposing of such appeal or application and make such orders as it thinks fit."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) The Appellate Tribunal shall not be bound by the procedure laid down by the Code of Civil Procedure, 1908, but shall be guided by the principles of natural justice and, subject to the other provisions of this Act, the Appellate Tribunal shall have powers to regulate its own procedure."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"The Appellate Tribunal shall have, for the purposes of discharging its functions under this Act, the same powers as are vested in a civil court under the Code of Civil Procedure, 1908, while trying a suit, in respect of the following matters, namely—"
CHAPTER XI APPELLATE TRIBUNAL,undefined,summoning and enforcing the attendance of any person and examining his on oath;
CHAPTER XI APPELLATE TRIBUNAL,undefined,requiring the discovery and production of documents;
CHAPTER XI APPELLATE TRIBUNAL,undefined,receiving evidence on affidavits;
CHAPTER XI APPELLATE TRIBUNAL,undefined,"subject to the provisions of section 123 and section 124 of the Indian Evidence Act, 1872, requisitioning any public record or document or a copy of such record or document, from any office;"
CHAPTER XI APPELLATE TRIBUNAL,undefined,issuing commissions for the examination of witnesses or documents;
CHAPTER XI APPELLATE TRIBUNAL,undefined,reviewing its decisions;
CHAPTER XI APPELLATE TRIBUNAL,undefined,"dismissing an application for default or deciding it, ex parte;"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"setting aside any order of dismissal of any application for default or any order passed by it, ex parte; and"
CHAPTER XI APPELLATE TRIBUNAL,undefined,any other matter which may be prescribed.
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Every proceeding before the Appellate Tribunal shall be deemed to be a judicial proceeding within the meaning of sections 193 and 228, and for the purposes of section 196 of the Indian Penal Code and the Appellate Tribunal shall be deemed to be a civil court for the purposes of section 195 and Chapter XXVI of the Code of Criminal Procedure, 1973."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) An order passed by the Appellate Tribunal under this Act shall be executable by the Appellate Tribunal as a decree of civil court, and for this purpose, the Appellate Tribunal shall have all the powers of a civil court."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(2) Notwithstanding anything contained in sub-section (1), the Appellate Tribunal may transmit any order made by it to a civil court having local jurisdiction and such civil court shall execute the order as if it were a decree made by that court."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) Notwithstanding anything contained in the Code of Civil Procedure, 1908 or in any other law, an appeal shall lie against any order of the Appellate Tribunal, not being an interlocutory order, to the Supreme Court on any substantial question of law."
CHAPTER XI APPELLATE TRIBUNAL,undefined,No appeal shall lie against any decision or order made by the Appellate Tribunal with the consent of the parties.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Every appeal under this section shall be preferred within a period of ninety days from the date of the decision or order appealed against:
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Provided that the Supreme Court may entertain the appeal after the expiry of the said period of ninety days, if it is satisfied that the appellant was prevented by sufficient cause from preferring the appeal in time."
CHAPTER XI APPELLATE TRIBUNAL,undefined,Procedure and powers of
CHAPTER XI APPELLATE TRIBUNAL,undefined,Appellate Tribunal.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Orders passed by Appellate Tribunal to be executable as a decree.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Appeal to Supreme Court.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Right to legal representation.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Civil court not to have jurisdiction.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Grants by Central
CHAPTER XI APPELLATE TRIBUNAL,undefined,Government.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Protection Authority of India Funds.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Accounts and Audit.
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Furnishing of returns, etc., to Central"
CHAPTER XI APPELLATE TRIBUNAL,undefined,Government.
CHAPTER XI APPELLATE TRIBUNAL,undefined,The applicant or appellant may either appear in person or authorise one or more legal practitioners or any of its officers to present his or its case before the Appellate Tribunal.
